0.33737	0.14121
0.36902	0.083245
0.098972	0.41817
0.11488	0.85645
0.35554	0.5207
0.4436	0.6096
0.48478	0.74876
0.38877	0.085131
0.79676	0.16544
0.63165	0.13931
0.3285	0.033148
0.11394	0.92873
0.19906	0.68332
0.50737	0.35789
0.98112	0.60374
0.043208	0.19424
0.56998	0.66497
0.19328	0.47965
0.41634	0.38851
0.71097	0.32697
0.35087	0.072918
0.53032	0.039257
0.79715	0.62368
0.16751	0.33952
0.37221	0.69702
0.82594	0.62854
0.89591	0.60515
0.80348	0.053707
0.65777	0.066732
0.56852	0.1474
0.34282	0.75407
0.65186	0.85708
0.89547	0.22229
0.99871	0.37391
0.31152	0.68313
0.36136	0.4555
0.53173	0.71696
0.93295	0.075314
0.81038	0.020409
0.020545	0.3028
0.16874	0.99235
0.41597	0.20284
0.11012	0.8377
0.25665	0.56086
0.29093	0.71525
0.24293	0.87847
0.4862	0.48705
0.89013	0.43317
0.30895	0.53028
0.46201	0.96451
0.44193	0.50973
0.026394	0.5995
0.82726	0.80102
0.76354	0.75199
0.64242	0.21012
0.54267	0.72261
0.89692	0.47136
0.18228	0.5477
0.16592	0.56895
0.34406	0.60053
0.072041	0.79417
0.64257	0.62567
0.62868	0.26046
0.59093	0.81705
0.18346	0.49214
0.32986	0.97024
0.82885	0.44873
0.77995	0.60053
0.047905	0.13163
0.35575	0.14866
0.57452	0.99033
0.50534	0.19826
0.23335	0.89924
0.60945	0.090149
0.13172	0.82834
0.90427	0.0051302
0.2232	0.39043
0.90189	0.0072022
0.047777	0.98329
0.10137	0.73211
0.65466	0.85089
0.98973	0.40407
0.1897	0.35655
0.47483	0.38638
0.81817	0.0098664
0.82535	0.73285
0.99043	0.21335
0.74207	0.027654
0.78674	0.66581
0.30505	0.054674
0.90642	0.19328
0.51335	0.94959
0.78063	0.11709
0.95546	0.40809
0.69408	0.40065
0.76888	0.51945
0.36713	0.29382
0.30727	0.27429
0.95628	0.24468
0.26894	0.052001
